mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
-0.03397250736780911,0.02458982719456047,-0.035938575190469335,-0.02781750912460688,-0.004239901169513141,-0.01923230140275078,-0.03871707415986753,-0.06296114657854704,-0.003464247560587417,0.0010499710484142544,-0.02534301397685367,-0.0013229727073326783,-0.01668060949265381,-0.03417609516216442,-0.0004953285361379001,-0.00010989661442153426,-0.0037195119510433617,-0.002566996718234887,0.0023260205643881463,0.0001433602668104546,-0.06053830038649621,0.018533310993622275,-0.06749947180279185,-0.05881462110367747,-0.009902878689457687,-0.02624183750492008,-0.03172595164136267,-0.06955600474794146,-0.01810148111695788,-0.0042550770063385646
-0.06493620079687808,0.0033780979393551644,-0.06112576781470327,-0.058298306517476556,0.0012285471473965368,0.005448255220987794,-0.006955138297095886,-0.037713216453549296,-0.0009449801111593289,-0.0028835950761021034,-0.01328994221128311,-0.00031741478288044555,-0.007437942316415826,-0.039239887522168296,0.00027382465587745997,-0.0008174702979745464,0.0016044189576106434,-0.0006046787886088352,-0.0019634101893021964,-0.001662435146025245,-0.08975635397057023,0.004706008756644859,-0.09164228236730142,-0.09613389177123872,0.004916825517592171,0.006292919187193037,-0.006089370487649494,-0.06520849618393182,0.00285919343746246,-0.0011047980296139983
-0.04506792352611597,-0.008981583291159926,-0.04115535505139833,-0.03697557877444222,-0.003213430909843031,-0.00910755346103471,-0.03616672402977017,-0.060922261670189166,-0.001642394718308637,-0.00013989103891646118,-0.015498941911602027,-0.00014061805734063326,-0.008920163509403304,-0.033069506361553466,-0.00044976234572694624,-0.00043616981802934053,-0.003653663803087173,-0.004307154984010336,0.0022298749341716152,-0.0002143687891131557,-0.05939939876262388,-0.0005144769613193088,-0.06769819167184393,-0.06470958979005152,-0.006891953617935497,-0.013086257389962962,-0.030029316734342407,-0.06768223163846265,-0.006783155488760288,0.0005435881937007279
0.020942849150737654,-0.008158014736658626,0.018002916752194554,0.014790550639034982,-0.015602427720152629,-0.042164583855650584,-0.07265356431105287,-0.10112004381320189,-0.012855748888407006,0.003555451599242134,-0.0073298954373351086,-0.0013887834236852691,-0.006706007171442732,0.001487428108644424,-0.002023881263713205,0.002602657628600535,-0.00792415253017241,-0.009066223186996463,-0.01578335786407381,0.002826444075812526,0.007773862617478104,-0.005573564014210299,0.002268526470246468,0.02642512964712787,-0.04475376829868243,-0.07245988308890224,-0.05992627109497518,-0.1228424254708272,-0.060202739419349144,-0.019557969411438766
-0.054558440541624405,0.021084461706002932,-0.05432481387250857,-0.05371582658039941,-0.0026417957307849674,-0.004120583938558094,-0.04121999886835576,-0.06092212675237455,-0.0006266001755198014,-0.0010267557390951359,-0.020864938097354416,-0.0004385703835628151,-0.013385297675575633,-0.041239446144963506,-0.0010189734778094438,-0.002328175358578765,-0.004342681618559621,-0.0069744399088915434,0.0006256706913991226,0.0010310246287333776,-0.07251371659585994,0.023749788355406046,-0.07515799401005106,-0.07872674370530712,-0.001661026805163928,0.003181879874032009,-0.029905228009743334,-0.047348332894599394,0.0036453268520774775,0.001660199799115026
0.00857517724986463,0.015160369512137423,0.018301149650926374,0.009860205205651154,-0.019767662827164263,-0.03459623904090347,-0.06983509822108065,-0.09924100040423144,-0.008411192779689448,-0.003592063029549279,0.0014162883504398357,-0.003978973840623178,-0.00044728529591380205,-0.0005243058746811235,-0.0028542888605978946,-0.005183844860664799,-0.007914741662585545,-0.0005655509076462613,0.0015627708575087858,-0.003337981211213669,-0.0005596453039049109,0.009600447718512005,-0.01419273607977934,-0.011771280597790946,-0.04879405065000351,-0.05585111559329989,-0.07108213258154965,-0.09269418858244716,-0.03707294224433038,-0.02629224307386475
-0.049464721145389336,-0.010383034591440079,-0.04636991645727523,-0.04016248345324953,-0.000919122841169598,-0.0009373820191129412,-0.021334281234879234,-0.04250241643369729,-0.0017039859343835819,0.00011708353532437768,-0.007191709149838091,-0.0012042865801092392,-0.005157584387187354,-0.023510902563296132,0.001081062737392765,-0.0008806492964043984,-0.0013074252265668097,0.00010320095812598673,-0.0014026444770479376,-0.003134097865751468,-0.07909025509426866,-0.00915468798321748,-0.08830050656587622,-0.08305745245429552,-0.010365560029150947,0.00039893868498371514,-0.03245507280844542,-0.06921830606701869,-0.0011570442208998436,0.0012477546523357046
-0.005968610240308286,-0.0257989432645457,-0.0007332786555156474,-0.0008606794928071211,-0.012162536560821861,-0.021241473506912006,-0.019511574885793418,-0.04431748682421575,-0.009387893929283712,-0.0005386967087998542,-0.019958971072203756,-0.0014522684662547833,-0.01048812846773741,-0.03778606561874308,-0.00582639443625288,-0.004897064333376551,-0.0044999322981953945,-0.005632134068035086,-0.005758410198914574,-0.00019005867206015972,-0.04249279526004874,-0.024490108437352397,-0.04829432530164677,-0.0393931603306698,-0.03784810978616482,-0.02768761922224594,-0.02036299987767962,-0.0632722591689971,-0.006835156696540733,-0.019730352529685732
0.006290808337126486,-0.019631933593146852,0.005790996196834128,0.005657476035366216,-0.012493141888231621,-0.03617840790453981,-0.07009954160735375,-0.10613030525525373,-0.0111225889571134,-0.0017512020220781495,0.001920069364870972,-0.002512949349933817,0.000202217088702176,0.0033614265303088093,-0.0018933666316645371,-0.005134915284939344,-0.00630923701312569,-0.002782745784362958,0.002618049894964417,-0.002752198237415871,0.0007458023263391594,-0.029493462833031555,-0.017219596088395725,-0.010619807014303047,-0.03309444835809889,-0.047436406133373105,-0.06318811387264232,-0.11781630533392301,-0.03619265935118122,-0.016817668238879032
0.011711470314361183,-0.0253842223847076,0.008821527878537357,0.011592183940917088,-0.01298441572681675,-0.04161989808245592,-0.07940900500503724,-0.08856576189065661,-0.007450992372223422,-0.0010682477786376208,0.003268083659765334,-0.001434604015488567,0.0023104567474923465,0.0033911750724841786,-0.0025158399775044925,0.0022057570872617643,-0.0034542361047397094,-0.007114419744458894,-0.001824441364117623,0.005989311520435022,0.0053851424117752865,-0.04195023383010731,0.012434690245268028,0.007733942053135716,-0.03721555944764763,-0.07140932978703815,-0.06620481318108569,-0.12101883957546933,-0.03957107469560132,-0.018731960946114484
