mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
-0.02044227918628262,0.037410845262055646,-0.033441841064880816,-0.046112647976334346,-0.0020141653903186325,-0.010000515854653006,-0.023037008024545218,-0.07935714387292925,-0.001765273720334952,0.0013704262634948686,-0.021903613852682753,-1.564124814238794e-05,-0.01659805518113242,-0.04813796531325243,-0.001618655876439621,0.0018559970586820467,-0.0056552912719221825,0.0008754693201018,0.0006989354479526875,-0.0013395631583001512,-0.07357113214195792,0.030964297680611836,-0.05425391263330335,-0.07828051385937791,-0.01496037485505895,-0.01122655010710836,-0.03603915639412219,-0.08191447807382037,-0.008211322584843776,-0.005985372027359088
-0.029313512476609536,0.0016533086758947384,-0.03903177039338538,-0.06794933718011874,0.0023727994555005553,0.005245471738584036,0.005938948742453362,-0.05959954030768348,-0.0003871955227162166,-0.001180813704499144,-0.0044366114092535425,0.0010431864275130748,-0.010061943485671963,-0.04895153852835469,0.0038474702403132662,0.0011220370209177764,0.0010458845961128825,0.0008580465528192179,-0.0025924234890486067,-0.0019193645260785783,-0.09665396509364432,-0.0007259932567827577,-0.07942344779062833,-0.11887758938104383,0.003654421807793911,-0.0004212112689516876,0.004875213215573061,-0.0741699370933126,7.471621669806107e-05,0.0012581875814056485
-0.02459795718780073,-0.0069295873184043845,-0.031100413846948824,-0.04122137658195307,-0.0016681658693828844,-0.005071423117162021,-0.02008153604890314,-0.06999491861150214,-0.0009693476226940289,-0.0009320443902427941,-0.01731219967102182,-7.580762826201877e-05,-0.012122936578969493,-0.04505650038233676,-0.0009143036853292819,0.001486354247776583,-0.0032434363233666105,0.00042260202964958195,1.980098184387744e-05,-0.0004670256218892804,-0.06970485870170605,-0.0008651813661616628,-0.06541073929069062,-0.08409657940558145,-0.0035613051985138922,-0.00824764719463575,-0.03566478581553611,-0.07379566171174508,-0.0033983957864636765,0.0018688750617295905
0.0038587321983118376,-0.0028643169910267923,0.015831760644904623,0.016836996552340344,-0.0069995681354985085,-0.017046186983366192,-0.0486633869359033,-0.12315783001297166,-0.00503294390259712,-0.005808269854462918,-0.007745652531466684,0.0002799932403851849,-0.008512107766808729,0.002601655066804877,-0.001161916370090523,0.006500658210145505,-0.004792609912931478,-0.006824875870089962,-0.0014284279998578152,0.0055191309142626176,0.029560581501326868,-0.008974818152033508,0.034139955662588956,0.04417523724580182,-0.07181970190743081,-0.029367211170293207,-0.08634833096601534,-0.17628707736695096,-0.03307165521214241,-0.03610431583113859
-0.029502056389393124,0.02972079874922292,-0.038626663478590034,-0.05226538694661265,-0.0008000694570499615,-0.006602842208168029,-0.02178808403968274,-0.07777021782799319,-0.0019104040461004393,-0.0006200928206134553,-0.017675885701505467,0.00019809400261790042,-0.015597854734957924,-0.04924503183795587,-0.0016512125068098705,-0.0030495126654425902,-0.008015822847338525,-0.001568364896960217,-0.0007713151591494506,-0.0012471566090453913,-0.07993846316047237,0.03779142439606716,-0.06109930961437604,-0.09097185458494615,-0.004334532823017997,0.0014673368846024612,-0.034444681068427005,-0.07194308163280513,0.006347299282596544,0.003208441106102764
0.0019686498478689194,0.019912335718519754,0.006239553639823595,0.009920663267393688,-0.006376299093436994,-0.021484555845644866,-0.0509488049827444,-0.11730323552022025,-0.00013694653410632873,-0.0027866305697745817,0.004709392860090502,0.0032572573770193926,-0.00130429655002287,0.004014145300032109,0.0017148608724367456,0.0002591749031659544,-0.008998914715867447,-0.0014166003661484606,0.0011304110680746971,-0.0056654723523122015,0.015451165626804495,0.008585051700523256,0.00921328163270184,0.01196022480118652,-0.05076918499422209,-0.03332595131350058,-0.08650669878920897,-0.17613150890861465,-0.020204358856959523,-0.017683211859061077
-0.023482985585327017,-0.004605612292518691,-0.03334591419794176,-0.04626399344272585,-0.0011647229316114121,-0.004269225271719815,-0.013287377961572942,-0.07024695871036259,-0.00037973583513010734,-0.0009826322008457745,-0.00457009255765632,0.0007343278157450747,-0.006347485962448275,-0.04048327226668696,0.0011914342619223559,-0.00011266148311697826,-0.0009915730950470624,-9.052863839388012e-05,-0.002253644448076008,-0.0042657882886816,-0.07998048630364377,-0.007239290244171108,-0.07362809584287733,-0.09410028360825197,-0.0057571693222993525,0.0013697900898520569,-0.030063014387984418,-0.0788541690132982,-0.00015855541110191667,0.0009232144997677349
0.003068601737321055,-0.011957638370215731,-0.0015246455113341094,0.007790946381274803,-0.0006997562977297893,-0.016019828933192745,-0.01409093860018894,-0.08500335257420036,-0.0015124121728425216,-0.00010122068146039328,-0.006155211184737458,0.00028054108330238364,-0.008687890404107779,-0.06288224354783069,8.201900942849641e-05,0.0005664763694451684,-0.0077114772620215195,-0.005963911816467722,-0.005821192363070085,-0.00011183308108344684,-0.07914537303797743,-0.009295283771327264,-0.03162673392360699,-0.08770858733760324,-0.021368963507314875,-0.0036951812011096815,-0.026384889286465762,-0.10992671321287562,-0.0036556871217770736,-0.013444122016434606
0.003409486691419432,-0.017208122915670587,0.0012849374651471243,0.010972143442949982,-0.006410024392096016,-0.026549561086423604,-0.0506032939708996,-0.1375544325937159,-0.006898738313077666,-0.0005219546767124638,0.0022667973208116998,5.5241205096811776e-05,0.0007424419696343998,0.007417211659435414,0.00028421512818424825,0.0005490308540875294,-0.008255573305063215,-0.0017396038708515297,0.0002776324098062032,-0.00659823364689403,0.01169839317030096,-0.02900903031410348,-0.020159370870166053,0.011122784846262888,-0.02503246787999194,-0.028157676577709553,-0.08399767891173553,-0.1912556764267789,-0.022731827121026133,-0.010103551926424337
0.0022688032386154384,-0.021860225671956487,0.010267778154104953,0.009882609233324263,-0.006315723838533316,-0.02520420756850038,-0.04176024905849393,-0.12823269266860088,-0.002019855178286251,0.004530538796723655,0.0021812423599371945,-0.0016165925897261145,-0.0008938036125300809,0.0052010631846304495,0.0015174719578038294,0.005936350064198844,-0.0034348408895164906,-0.0023205871912876375,-0.0011192292554694277,0.0043914847175246735,0.024842009145733573,-0.04492264657013407,0.047597439585142905,0.018910614308765138,-0.053972763844759436,-0.023373877071515323,-0.07509877023632716,-0.16862016502276153,-0.02453076026026665,-0.03493691685404376
